Autor,Favs,RTs,Texto,Timestamp
joey saw shark tale 264x,0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:56:25
jaden,0,52328,"RT @firmlyclimactic: me getting ready to watch a 43 minute video by tati westbrook, whom I have never heard of, exposing james charles, who…",2019-05-17 11:56:16
Panda,0,0,"As well as saying that she had to apologize to everyone at her dinner table, furthering her justification. Now, we… https://t.co/s3Fc1J8ekc",2019-05-17 11:56:14
Panda,0,0,Because james Charles promoted sleeping pills that helped him sleep instead of her health and beauty pills and she'… https://t.co/sd6HL5Ciga,2019-05-17 11:56:11
Panda,0,0,"So, james Charles and his friends, including gage, all go to Coachella together. Now here is when the tati drama se… https://t.co/wiYB644qUa",2019-05-17 11:56:10
Panda,0,0,"He basically said he didn't want to go but so suddenly changed his mind, which is normal, but he never had to add ""… https://t.co/FhfAo88i2y",2019-05-17 11:56:10
Panda,0,0,"Honestly, I cant understand why people are coming for @jamescharles so hard. There were alot of things included in… https://t.co/BghdopDNft",2019-05-17 11:56:07
Damon 🥇,0,0,"Idk who James Charles is, or what he does...but can y’all stfu about it already",2019-05-17 11:56:02
The Dusky Beauty,0,0,"@NikitaDragun Nikita: I'm d greatest Clickbait of d millennium,trying to sell my turd by using my ""dearest  friend""… https://t.co/QuJ6x30tm2",2019-05-17 11:56:02
‎ً,0,14547,RT @starkandspidey: james charles who?? stan bretman rock https://t.co/MmuDju87Wn,2019-05-17 11:56:00
gemini,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 11:55:48
Minh #WeLoveYouSana,0,0,THIS JUST CLOWNED JAMES CHARLES AGAIN LMAOOO https://t.co/HY1h1olPRG,2019-05-17 11:55:42
NoPotaoes,0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:55:40
adnan,0,343,"RT @PopCrave: Tati Westbrook calls for an end to the ''abuse'' against James Charles in new YouTube video: 

""I don't hate James Charles. I…",2019-05-17 11:55:38
tea ☕,0,0,@tanamongeau bleeping out James Charles in her baking video is a type of mood I need for getting rid of toxic people in my life. Go off sis.,2019-05-17 11:55:25
Fire Type Pokemon,0,1,RT @JozzuGames: @ImTheRealThanos @somerandompriv_ Snap your fingers to erase James Charles,2019-05-17 11:55:24
рилти,0,455,RT @JamesDramaNews: this is my favourite video from the tati and james charles drama https://t.co/G4Z3DdEgLa,2019-05-17 11:55:17
Fire Type Pokemon,0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:55:12
Jillian,0,17,"RT @liannaa18: wasnt gonna destroy my palette so i decided to paint over it 🤩
james charles who?????? https://t.co/vEw1e0ZbH3",2019-05-17 11:54:44
mars4lyfe,0,22,"RT @KristanFrost7: me:  

all of social media:

ABORTION 😡

FUCK REPUBLICANS 🤬

James Charles ☕️

Save the earth 🥺♻️🌍 

ABORTION 😡

FUCK RE…",2019-05-17 11:54:43
꒰ yun ꒱ 🇵🇭,0,453,"RT @paupaula: Me: I’m so sick of all this James Charles drama.
Tati: Why I did it...
Me: https://t.co/2PFEo0uR7U",2019-05-17 11:54:38
jess 🥀 @ uni,2,0,i cant stop thinking about that footage of james charles singing with his fans at his private meet and greet and th… https://t.co/oeyfeCCAGm,2019-05-17 11:54:38
Camille,0,343,"RT @PopCrave: Tati Westbrook calls for an end to the ''abuse'' against James Charles in new YouTube video: 

""I don't hate James Charles. I…",2019-05-17 11:54:36
Thanosed Elec Man,0,6,"RT @shyguykirby: Youtube at the moment:

Projared and ross's wife: Cheated on their partners ruining their carrers.
Pbg:sides with jared, m…",2019-05-17 11:54:29
wheres yandhi💽,0,345,RT @RoyBrandoo: James Charles looking at everyone use the girl Snapchat filter https://t.co/NVGux8LdfW,2019-05-17 11:54:21
Domestic,0,460,"RT @pkyeet: Who did more for the beauty Industry?

Like for James Charles 

RT for ness https://t.co/E9i4vLT7QJ",2019-05-17 11:54:20
heartlyss❣️,0,0,Everyday I wake up there’s a new story on James Charles lmao,2019-05-17 11:54:09
PEOPLE PR & Comms,0,13,RT @people: YouTuber Tati Westbrook Releases New Video About James Charles: 'This Was Really a Wakeup Call' https://t.co/4B29oNOCvM,2019-05-17 11:54:07
Kathryn,0,152,"RT @DanCard32: My timeline right now:
Abortion
Abortion
James Charles
Shrooms in Arizona 
Abortion
A dude fixing a sink w NOODLES¿
Abortion…",2019-05-17 11:54:06
pikachu kaget,0,206,RT @PopCrave: Model Jay Alvarrez says James Charles has “no game” after posting flirty DM he received from James Charles. https://t.co/Hk24…,2019-05-17 11:54:02
Tiffany Utter,0,202,"RT @KEEMSTAR: I find it’s a bit strange Tati is asking for the Jame Charles Hate to stop when it already stopped &amp; he’s gaining subs. 

If…",2019-05-17 11:53:55
Isak,0,270,RT @Elix_9: The straight men in James Charles’ basement https://t.co/TqMFbM7dOa,2019-05-17 11:53:51
James 😍,0,58646,"RT @trashythot: in honor of this james charles scandal i’m offering everyone who retweets this $1,000 if we can get him down to 1 million s…",2019-05-17 11:53:48
toni,0,15783,"RT @MrShadly: Internet: ProJared and James Charles get canceled

Bill Nye Swears

Mr.Ratburn is gay

Me: https://t.co/F5ewmIEVP4",2019-05-17 11:53:47
ɑӏҽ×ɑ 🎗,0,3152,"RT @cryinqueen: who did more for the beauty community? 

rt for rogerina
like for james charles https://t.co/xbTxPWQThN",2019-05-17 11:53:47
Ogx,0,343,"RT @PopCrave: Tati Westbrook calls for an end to the ''abuse'' against James Charles in new YouTube video: 

""I don't hate James Charles. I…",2019-05-17 11:53:43
Mario,0,2507,RT @erkancomlekci: James Charles running away after having a FLOP apology video https://t.co/aUbmNOMHqi,2019-05-17 11:53:32
"Rom, The Vacuous Spider",0,0,"The ""I've never even heard of James Charles"" tweets are cringier than anything he's ever done tbh",2019-05-17 11:53:29
cheesehead69,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 11:53:17
E.Williamson,0,199206,"RT @WWYITMBailey: TATI WESTBROOK REALLY JUST TOLD JAMES CHARLES TO- 

now that i have your attention, our planet is expected to become unin…",2019-05-17 11:53:09
izzy,0,0,@CapnDesDes Abortion ban. James Charles. Austin Jones.,2019-05-17 11:53:01
cassidy♡,0,50,"RT @juliakroesler: Tati: Completely drags James Charles in 40 minute video talking about how bad of a person he is

James: Loses 4 million…",2019-05-17 11:52:51
"Karen Freberg, PhD • #SMprof • Author • Consultant",0,0,"How Tea Accounts Fuel the James Charles YouTube Feud https://t.co/CzSfigaqOj
-A must read here from @TaylorLorenz here, #SMprofs!",2019-05-17 11:52:46
María Castro,0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 11:52:41
michelle,1,0,I had a dream that James Charles has been MIA all this time bc he was in jail,2019-05-17 11:52:38
🍒,1,0,so she's just as trash as james charles..wow.. https://t.co/93SmTUtimh,2019-05-17 11:52:30
MartezAgain,0,4,RT @emilygeere: i know that James Charles has made some mistakes but i don’t believe that anyone deserves to suffer this much 😔,2019-05-17 11:52:28
natsu,0,25,RT @viictoriiaa_a: Can we stop focusing on the whole stupid ass James Charles and Tati drama and pay attention to bigger issues like the fa…,2019-05-17 11:52:27
Grgo Zonja,0,453,"RT @paupaula: Me: I’m so sick of all this James Charles drama.
Tati: Why I did it...
Me: https://t.co/2PFEo0uR7U",2019-05-17 11:52:18
C_Birb ➐,0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:52:18
alexis,2,0,made one of those tom nicki and james charles edits on my mcu account https://t.co/SwIijlEOzO,2019-05-17 11:52:11
🌕 Ashley 🌑,0,2,"RT @KlausTheSeance_: James Charles: 

-transphobic

-hunt on straight guys

-charges $500 for a m&amp;g

-can’t sing

Korg and Miek:

-wholesom…",2019-05-17 11:52:10
ηαяαηcια gнιяgα.,0,0,"@RobGavagan If James Charles and ProJared can fall off hard, so can this dude.",2019-05-17 11:52:07
Timoo,0,6770,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 11:52:05
Robyn,5,0,"too much has gone on this week. ProJared cheated on his wife &amp; his nudes leaked, James Charles flirting with straig… https://t.co/KkewGTY7GN",2019-05-17 11:52:04
lusi con c,0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 11:52:01
Nuka,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 11:51:58
"Karen Freberg, PhD • #SMprof • Author • Consultant",2,0,The James Charles Drama Proves That Influencer Marketing Is Still the Wild West |  https://t.co/DnvXM8yQx6 #SMprofs #PRprofs,2019-05-17 11:51:57
🖤M U V ∆🖤,0,0,"man, how u gon let your MOM and STRAIGHT MEN ruin your career??? its vv sad and the worst thing is, they’re ruining… https://t.co/6qVDO4Lqwt",2019-05-17 11:51:56
~Stream ❄이유(You) ❄~ Wayv 🛫🏵️Take Off🏵️ 🛫,0,24,"RT @Bidita7: #백현 #baekhyun @weareoneEXO #exo @B_hundred_Hyun #kpop
#BaekhyunYoutubeChannel

YouTube..a toxic platform😞

Tati: I make ""T.E.A…",2019-05-17 11:51:46
Steej,0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:51:40
Noel_Diggs,0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:51:40
Raging grey knight,0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:51:37
Meodora❤💛💚💙💜🌈,0,371,"RT @KactusCove: Who did more for the beauty community? 

Retweet for Bella Goth
Favorite for James Charles https://t.co/ChakAIRYye",2019-05-17 11:51:37
alayna♪,0,1002,"RT @grantguilty: OMG GUYS THIS IS THE FUNNIEST JAMES CHARLES MEME I’VE YET SEEN, PLEASE RETWEET https://t.co/2htYdKt19E",2019-05-17 11:51:35
Siyabulela William,0,1,RT @siyabulela131: James Charles loses MILLIONS of followers in the wake of online feud https://t.co/cRds9KrEeu via @Femail,2019-05-17 11:51:31
♤♡Thin-Mint◇♧,0,6770,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 11:51:30
Pau,0,233,RT @imnotjosiah: who is james charles??? feel like i’m not in on this joke. is he like in a show or movies? don’t know him,2019-05-17 11:51:28
ǝʞooɹq,0,0,between the whole james charles thing and the abortion laws being approved it made me realize how insensitive peopl… https://t.co/JNZKRwJ8Q0,2019-05-17 11:51:09
Lil Einstein,0,0,this james charles shit keeps showing up in my feed and its fucking annoying,2019-05-17 11:51:03
Hunter(Link in bio Adrenaline by Simple Creatures),0,111,"RT @patricksdadhats: Who fake cried better: 
RT for                          Like for 
Patrick                          James 
Stump…",2019-05-17 11:50:59
Kayleigh’👸🏻,0,0,"Is Tati seriously reconsidering what she called James charles out on... like hun you started the beef so finish it,… https://t.co/VXLIOvu7mj",2019-05-17 11:50:52
Donnie Trevorson,0,1198,RT @NolanR: How James Charles convinces straight guys they’re gay https://t.co/yGRlKEfW9d,2019-05-17 11:50:52
Rebecca,0,158,"RT @mildwhore: james charles:
- transphobic
- sexual predator
- bad makeup w/o facetune
- cant sing

adore delano:
- nb &amp; supports trans co…",2019-05-17 11:50:48
sarah.,0,50,"RT @juliakroesler: Tati: Completely drags James Charles in 40 minute video talking about how bad of a person he is

James: Loses 4 million…",2019-05-17 11:50:46
charlie ♏︎,0,23579,RT @RealMattLucas: Was totally straight before James Charles slid into my DMs and now look what’s happened https://t.co/Ps5oQglBN2,2019-05-17 11:50:39
Ben 🤙🏼. Ewers,0,0,"I think the only solution to teach these old white men what rape is really like, is to send James Charles over to t… https://t.co/AmHDGkMBtx",2019-05-17 11:50:38
it's me janna🦋💗,0,0,"James Charles is already cancelled, stop the hate already guys. He did so many mistakes and I hope he learned from… https://t.co/w7eAP8RGzD",2019-05-17 11:50:37
Kristina🌈,0,34,RT @alyssajeter47: everyone on some james charles shit while jenna marbles out here smellin the bullshit and puttin out fires https://t.co/…,2019-05-17 11:50:35
sarah.,0,828,RT @callummarkie: ahh sexual harassment from the man who called James Charles a predator?? can’t wait to see how many people defend physica…,2019-05-17 11:50:33
A History of Rock Music in 500 Songs,0,3,"RT @AgeingRaver: Recent posts:  New York Dolls, Hank Williams, Ray Charles, Aztec Camera, Slim Dusty, Charlie Haden, James Brown, Fleetwood…",2019-05-17 11:50:28
Adam 💁🏽‍♂️,0,0,Honestly I understand why James Charles would think that it’s okay to hit on straight people. Growing up gay is tou… https://t.co/J0DLymd0Ub,2019-05-17 11:50:23
✿.｡.:* ☆:**:. 𝐬𝐚𝐫𝐚𝐡 .:**:.☆*.:｡.✿,0,68,RT @cuteeassss: I’ve studied the ‘james charles’ and ‘aliff aziz’ scandal more than I’ve ever studied for my exam.,2019-05-17 11:50:23
Andrew Hickey Finally Dropped his Halloween Name,0,3,"RT @AgeingRaver: Recent posts:  New York Dolls, Hank Williams, Ray Charles, Aztec Camera, Slim Dusty, Charlie Haden, James Brown, Fleetwood…",2019-05-17 11:50:23
Kovács,0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:50:17
DevilPaing ⚂⚅⚄,0,206,RT @PopCrave: Model Jay Alvarrez says James Charles has “no game” after posting flirty DM he received from James Charles. https://t.co/Hk24…,2019-05-17 11:50:13
αℓєxis ❁,0,277,RT @offwhitevIone: wait so this whole James Charles vs. Tati thing was a publicity stunt? 💀 https://t.co/Iv60hTxjS3,2019-05-17 11:50:08
Samuel Ran,0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:50:07
Toppermost,0,3,"Recent posts:  New York Dolls, Hank Williams, Ray Charles, Aztec Camera, Slim Dusty, Charlie Haden, James Brown, Fl… https://t.co/2EapOg4n0C",2019-05-17 11:50:06
Laura⚡️,0,9545,RT @godisbrendon: rt if youre acting skills is better than james charles https://t.co/UlM6NEmgFs,2019-05-17 11:50:05
kiera,0,2,RT @baytato: What the Tati Westbrook James Charles drama taught me is that Tati Westbrook needs to read audiobooks because this woman could…,2019-05-17 11:50:04
AyeItsLane,1,0,"The people that are sending so much hate towards James Charles is straight up pathetic. He is a person, he made a m… https://t.co/nUU8mUDyPW",2019-05-17 11:50:01
Rick,0,0,here’s my hot take I hate James Charles as much as the next gal but I rly haven’t seen anything to prove that he’s… https://t.co/4deSsvjyfR,2019-05-17 11:50:01
Bananacowz1,0,2,"RT @BSans123: Isn’t she a she?

Nick O’Tein Milne on James Charles",2019-05-17 11:50:00
𝕔𝕙𝕚𝕔𝕒 & 𝕔𝕠.,0,2949,"RT @Schubiee: Ignore for James Charles
Retweet for Peely 🥺 https://t.co/7NBkZWIyu0",2019-05-17 11:50:00
de sandwich,0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:50:00
TheKoolestKiddo,2,0,"Me, having never heard of Tati, reacting to the James Charles drama: Omg 👀James Charles is ❌cancelled❌ do NOT mess… https://t.co/EzLH9tiKUc",2019-05-17 11:49:59
shotbyted,0,199206,"RT @WWYITMBailey: TATI WESTBROOK REALLY JUST TOLD JAMES CHARLES TO- 

now that i have your attention, our planet is expected to become unin…",2019-05-17 11:49:58
Sam Chittenden,2,0,"BIG STREAM TONIGHT - Tea Time with Phyzik including: James Charles and Tati Westbrook, Nikocado Avocado vs Trisha P… https://t.co/VW5oeWPaOT",2019-05-17 11:49:54
Mikayla Scott,1,0,"@ReneCampbell19 James Charles is cancelled mom.
Send it back 😂😂😉😉",2019-05-17 11:49:51
courtney,0,47,"RT @jessrvtherford: locals: james charles is CANCELLED! STAN TATI!!!! 💋
5-7 business days later: https://t.co/t02bRNhQw1",2019-05-17 11:49:46
AP,0,1,RT @magapussy: @NotAIIen nigga u are james charles,2019-05-17 11:49:46
SILVIA 🦋,0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 11:49:45
marish 🌥,0,1746,"RT @d9onysus: who did more for the beauty community ?
rt for me
like for james charles https://t.co/ZaMgXFbp9M",2019-05-17 11:49:43
dinasourrrr✨,0,204,RT @nisyaherryson: James Charles lose 4 millions subscribers and 400k followers due to his dumbness. ppl leave his ass. meanwhile here in M…,2019-05-17 11:49:23
Autistic Alman,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 11:49:11
Hudry,0,0,"@Ninja @JeffreeStar Ninja I don’t think you want to associate with Jefree Star, he’s worse than James Charles.",2019-05-17 11:49:09
Hortensia,0,0,James Charles? If he wants to wear makeup he can get in the kitchen!  #menimism,2019-05-17 11:49:06
FunnyButNotSoFunny,0,0,Tati....Girl Bye!  Not...Bye Sister!  I'm on James Charles' Side! https://t.co/4ncKBZXA2j via @YouTube,2019-05-17 11:49:04
EMMA🕊,0,6770,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 11:48:45
Oviraptor,0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:48:39
PotatoQueen 👑🥔🦀,0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:48:37
Midget_Maniac,0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:48:32
-Deathismysugardaddy,0,0,@kaytbug0700 @iiiamfaith @GlamLifeGuru The only thing he said to channels was that he wasnt gonna speak up publicly… https://t.co/RTquUZOdBJ,2019-05-17 11:48:31
Scott Spencer,0,13,RT @joancollinswig: Me seeing james Charles on my time line despite not knowing anything about him https://t.co/WSvzW39ILw,2019-05-17 11:48:23
☀️Mrs Brightside☀️,0,0,"dont understand how people cna be like ""james charles and jefree star suck but dont bring Shane Dawson into this"" l… https://t.co/9Tl7WW8TSO",2019-05-17 11:48:22
sister dalia 🤪,0,121987,"RT @hxneysvckle: JAMES CHARLES’ RESPONSE TO TATI WAS

ok now that I have your attention, Georgia and Ohio are trying to make not only abort…",2019-05-17 11:48:22
Ty Kay,0,58646,"RT @trashythot: in honor of this james charles scandal i’m offering everyone who retweets this $1,000 if we can get him down to 1 million s…",2019-05-17 11:48:15
katie,0,100,RT @Jaack: Was about to moan about Tati milking this James Charles thing completely dry... but then remembered I’m still living off a 2017…,2019-05-17 11:48:14
𝔫𝔢𝔯𝔯𝔞𝔦𝔫𝔢,0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 11:48:13
𝒜𝓃𝑔𝓈𝓉𝓎 𝒦𝒾𝒹🖤,0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:48:13
ADOB-o,0,777,"RT @zeke_chan: Louis Pre Jr.
Lance Aguas
Drian Bautista
James Charles
Mika Salamanca 

they are officially cancelled be a good influncer gu…",2019-05-17 11:48:10
changaroo 🖤🔪 skz nine or none 🔪🔪,0,3,"RT @yuu31097: abortion is made illegal but not the use of guns. james charles drama gets more hype than global warming. seriously, who the…",2019-05-17 11:48:08
Stanislas,0,13928,"RT @hurdlermiller: Okay I’m done, this meme of Tati on James Charles wins https://t.co/djjxjDaVPj",2019-05-17 11:48:00
The Fine Perspective,0,198,"RT @PARXPOLICE: james charles : 
- transphobic 
- hunt on straight guys 
- charges $500 for a m&amp;g 
- can’t sing

awsten knight:
- supportiv…",2019-05-17 11:47:59
charl🍓,0,199206,"RT @WWYITMBailey: TATI WESTBROOK REALLY JUST TOLD JAMES CHARLES TO- 

now that i have your attention, our planet is expected to become unin…",2019-05-17 11:47:48
Professor Retard,0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:47:48
Moorisson,0,2,"RT @smmr13time: you know what I would be ok with? James Charles coming out, saying he's going to get help and treatment and take time away.…",2019-05-17 11:47:47
Lauren,0,0,About time this James Charles thing gets put to bed. The media loves a good witch-hunt,2019-05-17 11:47:44
Waluigi,0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:47:38
LJ,0,199206,"RT @WWYITMBailey: TATI WESTBROOK REALLY JUST TOLD JAMES CHARLES TO- 

now that i have your attention, our planet is expected to become unin…",2019-05-17 11:47:35
Meg,0,0,"Still amazes me that people didn’t cancel James Charles a year ago with all the racist and transphobic stuff, but g… https://t.co/eQwuU9MEZ8",2019-05-17 11:47:33
Slxtr,1,0,This whole James Charles thing puts homosexuality into a bad light like we’re all out chasing straight boys. Someti… https://t.co/QcbeLxk4J9,2019-05-17 11:47:32
aggressive sunshine ✨,0,5712,"RT @INDIEWASHERE: y'all: JAMES CHARLES IS CANCELLED 😤😤 HE'S A PREDATOR 😤 JEFFREE STAR IS THE NEW SUPREME
jeffree star: https://t.co/5GB9qVY…",2019-05-17 11:47:28
𝓵𝓲✨,0,256,"RT @lovelinevivi: james charles:
- does not have a viral fancam

park jihyo:
- has a viral fancam

ladies I think we know who really won !…",2019-05-17 11:47:27
Nadz Hujan,0,22733,"RT @AlexHilbert_: Who did more for gay rights?

Retweet for Mr. Ratburn, like for James Charles https://t.co/5vZ8w1R5Vb",2019-05-17 11:47:25
Plague Knight,0,6,"RT @shyguykirby: Youtube at the moment:

Projared and ross's wife: Cheated on their partners ruining their carrers.
Pbg:sides with jared, m…",2019-05-17 11:47:25
rude burd,0,100,RT @Jaack: Was about to moan about Tati milking this James Charles thing completely dry... but then remembered I’m still living off a 2017…,2019-05-17 11:47:23
STARKstruck,0,3,"RT @wetheunicorns: Tati Westbrook asks fans to stop sending James Charles ""abusive memes"" in new video

https://t.co/9SprKTX1bG https://t.c…",2019-05-17 11:47:19
skyrider53,0,0,Has James Charles stop losing subs?,2019-05-17 11:47:18
Bryan Enorasa 🌈,0,0,Why is everyone hating james charles? I mean he deserves it 😂,2019-05-17 11:47:13
Faris 🐴💘,0,6770,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 11:47:08
winona ryder,1,0,mika salamanca u’re so cancelledt gusto mo mag ala james charles? pls don’t feel so entitled 🤮🤮 https://t.co/FESEfOIf9e,2019-05-17 11:46:59
jay fortescue,10,0,which death is sadder rt for james charles career and like for grumpy cat 😾,2019-05-17 11:46:52
𝔪𝔢𝔤𝔠𝔥𝔞𝔫,0,103,RT @GraceFVictory: Black women have been talking about James Charles and his bullshit for years - specifically RACISM and most of ya’ll did…,2019-05-17 11:46:43
Rowan Marcel,1,0,I’d just like to say that the behaviour that you’re condemning James Charles for is mirrored in the behaviour of co… https://t.co/g49xjRLMW8,2019-05-17 11:46:39
gilchristi,0,14547,RT @starkandspidey: james charles who?? stan bretman rock https://t.co/MmuDju87Wn,2019-05-17 11:46:39
patricia,0,62,"RT @WillyMacShow: Another ""victim"" of James coming forward and saying this is all bullshit 😂

Between my video and this, I literally can't…",2019-05-17 11:46:39
Guido Mista,0,0,also not to excuse James Charles' racism and sexual harassment but anybody whos been in a locker room would realize… https://t.co/QdeDcl3Fvb,2019-05-17 11:46:34
"lityhsk //  Yo, and a nice skirt",0,297,RT @SMOLNlNl: Baekhyun doing what James Charles couldn’t 😖https://t.co/9e2BnE5vZX,2019-05-17 11:46:34
𝓼𝓪𝓭 𝓷’ 𝓽𝓲𝓻𝓮𝓭,0,8766,RT @aidan: stop tweeting me about james charles by 2050 the ocean will have more plastic than fish,2019-05-17 11:46:13
Jamezy | IKONIK boii,0,2949,"RT @Schubiee: Ignore for James Charles
Retweet for Peely 🥺 https://t.co/7NBkZWIyu0",2019-05-17 11:46:02
Chloe Palmer,0,313,"RT @callummarkie: yeah this may be an unpopular opinion but whatever

if you are ""cancelling"" james charles yet still support jeffree star,…",2019-05-17 11:45:58
David Grant,0,17550,RT @NoThisIsCarson: Tati to James Charles when he was talking about sucking dick at her birthday dinner https://t.co/jbrpWqLcYQ,2019-05-17 11:45:42
Rachael🙄🙄,0,39,"RT @BismuthPrince: @gabrielzamora MannyMUA gets canceled because of ""My Truth""
Gabriel: Keep it up
James Charles gets canceled because of ""…",2019-05-17 11:45:32
Σ( ° △ °|||),0,777,"RT @zeke_chan: Louis Pre Jr.
Lance Aguas
Drian Bautista
James Charles
Mika Salamanca 

they are officially cancelled be a good influncer gu…",2019-05-17 11:45:31
Light,0,1828,RT @nailaunique: The Tati Westbrook and James Charles drama in 51 seconds 😭😂 #TatiWestbrook #JamesCharles #byesister •(here you go for thos…,2019-05-17 11:45:28
Isaac  Olin,0,1,RT @CooperHildreth: fr no one cares about James Charles,2019-05-17 11:45:23
loli,0,32,RT @powwpp: enjoying the tea while reading  relative posts abt james charles vs tati and killa kush vs mika salamanca’s fight https://t.co/…,2019-05-17 11:45:20
M a r l a i n a,0,43631,"RT @jasminehamidiii: in honor of this james charles scandal i’m offering everyone who retweets this $1,000 if we can get him down to 1 mill…",2019-05-17 11:45:11
Sans bruh .123,2,2,"Isn’t she a she?

Nick O’Tein Milne on James Charles",2019-05-17 11:45:09
Lance,0,0,James Charles? You mean the brothers on Better Call Saul?,2019-05-17 11:45:08
abby is not seeing vernon anymore :(,0,277,RT @offwhitevIone: wait so this whole James Charles vs. Tati thing was a publicity stunt? 💀 https://t.co/Iv60hTxjS3,2019-05-17 11:44:59
bazzy,0,2949,"RT @Schubiee: Ignore for James Charles
Retweet for Peely 🥺 https://t.co/7NBkZWIyu0",2019-05-17 11:44:59
lilly,0,199206,"RT @WWYITMBailey: TATI WESTBROOK REALLY JUST TOLD JAMES CHARLES TO- 

now that i have your attention, our planet is expected to become unin…",2019-05-17 11:44:56
Hale Mikaelovich Motlevski🇬🇧,0,2394,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 11:44:51
нэсти,0,13361,RT @STEREKXDYLAND: Another proof that james charles harasses straight boys https://t.co/KybiI44ySj,2019-05-17 11:44:49
夜ト👩🏻‍⚕️,0,256,"RT @lovelinevivi: james charles:
- does not have a viral fancam

park jihyo:
- has a viral fancam

ladies I think we know who really won !…",2019-05-17 11:44:47
stress stress stress and stress,0,0,"No one:

Not even Shister James Charles:

Habiba: https://t.co/pliOZQKnmi",2019-05-17 11:44:44
